,page,text,x1,y1,x2,y2,x3,y3,x4,y4,line_no,isHeader,isFooter
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
35,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
36,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
37,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
67,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
68,2,2,4.3424,0.5096,4.4152,0.5096,4.4152,0.6222,4.3424,0.6222,1.0,True,False
69,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
70,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
88,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
89,3,3,4.3457,0.5096,4.4084,0.5096,4.4084,0.6241,4.3457,0.6241,1.0,True,False
90,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
91,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
131,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
132,4,4,4.3416,0.5096,4.4164,0.5096,4.4164,0.6222,4.3416,0.6222,1.0,True,False
133,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
174,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
175,5,5,4.3469,0.5119,4.4112,0.5119,4.4112,0.6241,4.3469,0.6241,1.0,True,False
176,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
177,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
210,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
211,6,6,4.3461,0.5096,4.4157,0.5096,4.4157,0.6241,4.3461,0.6241,1.0,True,False
212,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
213,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
246,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
247,7,7,4.3451,0.5119,4.4149,0.5119,4.4149,0.6244,4.3451,0.6244,1.0,True,False
248,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
281,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
282,8,8,4.3491,0.5096,4.4126,0.5096,4.4126,0.6241,4.3491,0.6241,1.0,True,False
283,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
284,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
317,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
318,9,9,4.3456,0.5096,4.4151,0.5096,4.4151,0.6244,4.3456,0.6244,1.0,True,False
319,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
320,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
354,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
355,10,10,4.3584,0.5096,4.4996,0.5096,4.4996,0.6241,4.3584,0.6241,1.0,True,False
356,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
357,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
390,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
391,11,11,4.3584,0.5096,4.4852,0.5096,4.4852,0.6222,4.3584,0.6222,1.0,True,False
392,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
393,11,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
426,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
427,12,12,4.3584,0.5096,4.4986,0.5096,4.4986,0.6222,4.3584,0.6222,1.0,True,False
428,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
463,13,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
464,13,13,4.3584,0.5096,4.4917,0.5096,4.4917,0.6241,4.3584,0.6241,1.0,True,False
465,13,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
466,13,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
500,14,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
501,14,14,4.3584,0.5096,4.4997,0.5096,4.4997,0.6222,4.3584,0.6222,1.0,True,False
502,14,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
503,14,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
539,15,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
540,15,15,4.3584,0.5096,4.4946,0.5096,4.4946,0.6241,4.3584,0.6241,1.0,True,False
541,15,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
542,15,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
577,16,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
578,16,16,4.3584,0.5096,4.4991,0.5096,4.4991,0.6241,4.3584,0.6241,1.0,True,False
579,16,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
580,16,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
615,17,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
616,17,17,4.3584,0.5096,4.4982,0.5096,4.4982,0.6244,4.3584,0.6244,1.0,True,False
617,17,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
618,17,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
653,18,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
654,18,18,4.3584,0.5096,4.4959,0.5096,4.4959,0.6241,4.3584,0.6241,1.0,True,False
655,18,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
656,18,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
692,19,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
693,19,19,4.3584,0.5096,4.4984,0.5096,4.4984,0.6244,4.3584,0.6244,1.0,True,False
694,19,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
695,19,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
729,20,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
730,20,20,4.3424,0.5096,4.4996,0.5096,4.4996,0.6241,4.3424,0.6241,1.0,True,False
731,20,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
732,20,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
765,21,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
766,21,21,4.3424,0.5096,4.4852,0.5096,4.4852,0.6222,4.3424,0.6222,1.0,True,False
767,21,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
768,21,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
807,22,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
808,22,22,4.3424,0.5096,4.4986,0.5096,4.4986,0.6222,4.3424,0.6222,1.0,True,False
809,22,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
810,22,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
846,23,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
847,23,23,4.3424,0.5096,4.4917,0.5096,4.4917,0.6241,4.3424,0.6241,1.0,True,False
848,23,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
849,23,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
884,24,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
885,24,24,4.3424,0.5096,4.4997,0.5096,4.4997,0.6222,4.3424,0.6222,1.0,True,False
886,24,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
887,24,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
924,25,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
925,25,25,4.3424,0.5096,4.4946,0.5096,4.4946,0.6241,4.3424,0.6241,1.0,True,False
926,25,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
927,25,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
963,26,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
964,26,26,4.3424,0.5096,4.4991,0.5096,4.4991,0.6241,4.3424,0.6241,1.0,True,False
965,26,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
966,26,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1000,27,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1001,27,27,4.3424,0.5096,4.4982,0.5096,4.4982,0.6244,4.3424,0.6244,1.0,True,False
1002,27,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1003,27,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1041,28,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1042,28,28,4.3424,0.5096,4.4959,0.5096,4.4959,0.6241,4.3424,0.6241,1.0,True,False
1043,28,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1044,28,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1080,29,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1081,29,29,4.3424,0.5096,4.4984,0.5096,4.4984,0.6244,4.3424,0.6244,1.0,True,False
1082,29,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1083,29,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1117,30,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1118,30,30,4.3457,0.5096,4.4996,0.5096,4.4996,0.6241,4.3457,0.6241,1.0,True,False
1119,30,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1120,30,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1154,31,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1155,31,31,4.3457,0.5096,4.4852,0.5096,4.4852,0.6241,4.3457,0.6241,1.0,True,False
1156,31,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1157,31,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1192,32,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1193,32,32,4.3457,0.5096,4.4986,0.5096,4.4986,0.6241,4.3457,0.6241,1.0,True,False
1194,32,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1195,32,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1229,33,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1230,33,33,4.3457,0.5096,4.4917,0.5096,4.4917,0.6241,4.3457,0.6241,1.0,True,False
1231,33,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1232,33,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1268,34,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1269,34,34,4.3457,0.5096,4.4997,0.5096,4.4997,0.6241,4.3457,0.6241,1.0,True,False
1270,34,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1271,34,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1307,35,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1308,35,35,4.3457,0.5096,4.4946,0.5096,4.4946,0.6241,4.3457,0.6241,1.0,True,False
1309,35,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1310,35,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1345,36,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1346,36,36,4.3457,0.5096,4.4991,0.5096,4.4991,0.6241,4.3457,0.6241,1.0,True,False
1347,36,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1348,36,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1383,37,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1384,37,37,4.3457,0.5096,4.4982,0.5096,4.4982,0.6244,4.3457,0.6244,1.0,True,False
1385,37,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1386,37,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1420,38,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1421,38,38,4.3457,0.5096,4.4959,0.5096,4.4959,0.6241,4.3457,0.6241,1.0,True,False
1422,38,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1423,38,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1459,39,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1460,39,39,4.3457,0.5096,4.4984,0.5096,4.4984,0.6244,4.3457,0.6244,1.0,True,False
1461,39,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1462,39,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1496,40,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1497,40,40,4.3416,0.5096,4.4996,0.5096,4.4996,0.6241,4.3416,0.6241,1.0,True,False
1498,40,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1499,40,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1533,41,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1534,41,41,4.3416,0.5096,4.4852,0.5096,4.4852,0.6222,4.3416,0.6222,1.0,True,False
1535,41,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1536,41,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1570,42,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1571,42,42,4.3416,0.5096,4.4986,0.5096,4.4986,0.6222,4.3416,0.6222,1.0,True,False
1572,42,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1573,42,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1607,43,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1608,43,43,4.3416,0.5096,4.4917,0.5096,4.4917,0.6241,4.3416,0.6241,1.0,True,False
1609,43,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1610,43,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1646,44,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1647,44,44,4.3416,0.5096,4.4997,0.5096,4.4997,0.6222,4.3416,0.6222,1.0,True,False
1648,44,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1649,44,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1687,45,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1688,45,45,4.3416,0.5096,4.4946,0.5096,4.4946,0.6241,4.3416,0.6241,1.0,True,False
1689,45,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1690,45,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1724,46,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1725,46,46,4.3416,0.5096,4.4991,0.5096,4.4991,0.6241,4.3416,0.6241,1.0,True,False
1726,46,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1760,47,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1761,47,47,4.3416,0.5096,4.4982,0.5096,4.4982,0.6244,4.3416,0.6244,1.0,True,False
1762,47,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1763,47,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1799,48,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1800,48,48,4.3416,0.5096,4.4959,0.5096,4.4959,0.6241,4.3416,0.6241,1.0,True,False
1801,48,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1802,48,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1837,49,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1838,49,49,4.3416,0.5096,4.4984,0.5096,4.4984,0.6244,4.3416,0.6244,1.0,True,False
1839,49,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1840,49,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1875,50,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1876,50,50,4.3469,0.5096,4.4996,0.5096,4.4996,0.6241,4.3469,0.6241,1.0,True,False
1877,50,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1878,50,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,UstLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4271,0.6301,1.0,True,False
41,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
42,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
43,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
62,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
63,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
64,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
91,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
92,3,2,4.3945,0.52,4.4673,0.52,4.4673,0.6326,4.3945,0.6326,1.0,True,False
93,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
94,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
127,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
128,4,3,4.3978,0.52,4.4605,0.52,4.4605,0.6345,4.3978,0.6345,1.0,True,False
129,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
130,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
163,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
164,5,4,4.3936,0.52,4.4685,0.52,4.4685,0.6326,4.3936,0.6326,1.0,True,False
165,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
166,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
198,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
199,6,5,4.399,0.5223,4.4633,0.5223,4.4633,0.6345,4.399,0.6345,1.0,True,False
200,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
201,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
240,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
241,7,6,4.3981,0.52,4.4678,0.52,4.4678,0.6345,4.3981,0.6345,1.0,True,False
242,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
243,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
281,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
282,8,7,4.3971,0.5223,4.467,0.5223,4.467,0.6348,4.3971,0.6348,1.0,True,False
283,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
284,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
318,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
319,9,8,4.4011,0.52,4.4646,0.52,4.4646,0.6345,4.4011,0.6345,1.0,True,False
320,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
321,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
355,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
